Exercise,primary,secondary
kettlebell-lying-alternating-arm-leg-reach,front_shoulders,front_abs (40.0%)
kettlebell-thruster,front_shoulders,back_glutes (40.0%)
kettlebell-shrug,front_traps,
kettlebell-decline-bench-press,front_chest,back_hamstrings (40.0%)
seated-single-kettlebell-figure-8,front_shoulders,
kettlebell-incline-bench-press,front_shoulders,
yoga-ball-kettlebell-hammer-curl-to-press,front_shoulders,
kettlebell-pistol-squat,front_quads,
seated-kettlebell-curl-to-press,front_shoulders,
half-kneeling-single-kettlebell-lumberjack,front_obliques,"back_hamstrings (40.0%), front_shoulders (40.0%)"
single-leg-kettlebell-deadlift,back_hamstrings,front_quads (40.0%)
single-kettlebell-lumberjack-squat,front_obliques,"back_hamstrings (40.0%), front_quads (40.0%), front_shoulders (40.0%)"
single-kettlebell-russian-twist,front_obliques,
single-kettlebell-side-plank-row,front_obliques,"back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
kettlebell-overhead-lunge-hold,front_shoulders,back_glutes (40.0%)
kettlebell-reach-curl-forward-lunge,front_quads,"back_hamstrings (40.0%), front_biceps (40.0%)"
single-kettlebell-sumo-goblet-squat,front_quads,
kettlebell-decline-sit-up,front_abs,
seated-kettlebell-hammer-curl-to-press,front_shoulders,
kettlebell-hammer-curl-to-press,front_shoulders,
kettlebell-wrist-curl-extension,front_forearms,
kettlebell-lateral-lunge,front_quads,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
kettlebell-lying-reverse-fly,front_traps,
kettlebell-standing-iyt,front_traps,
kettlebell-skull-crusher,back_hamstrings,
kettlebell-step-up-to-lateral-leg-raise,front_quads,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
kettlebell-yoga-ball-upper-body-windshield-wiper,front_obliques,"back_hamstrings (40.0%), front_shoulders (40.0%)"
west-side-kettlebell-box-squat,front_quads,
seated-kettlebell-overhead-press,front_shoulders,
kettlebell-bent-over-row,back_lats,"back_hamstrings (40.0%), front_biceps (40.0%), front_traps (40.0%)"
single-kettlebell-turkish-get-up,front_abs,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
single-kettlebell-goblet-single-kettlebell-press,front_shoulders,front_abs (40.0%)
single-kettlebell-internal-rotation,front_shoulders,
single-leg-kettlebell-romanian-deadlift,back_hamstrings,back_glutes (40.0%)
kettlebell-bent-over-w-raise,front_traps,
single-kettlebell-external-rotation,front_shoulders,
kettlebell-standing-snow-angel,front_shoulders,
kettlebell-sumo-deadlift,front_quads,back_lower_back (40.0%)
kettlebell-deadlift-to-press,front_shoulders,front_quads (40.0%)
kettlebell-floor-t,front_traps,
single-kettlebell-overhead-row,back_lats,
yoga-ball-single-kettlebell-sit-up,front_abs,
kettlebell-half-curl,front_biceps,
kettlebell-overhead-lunge,front_shoulders,back_glutes (40.0%)
kettlebell-floor-i,front_traps,
kettlebell-walking-lunge,front_quads,
kettlebell-reverse-lunge,front_quads,back_hamstrings (40.0%)
kettlebell-front-raise,front_shoulders,
kettlebell-front-rack-split-squat,front_quads,front_hip_flexors (40.0%)
kettlebell-push-press,front_shoulders,
unilateral-single-kettlebell-hammer-curl-to-press,front_shoulders,
kettlebell-jump-lunge,front_quads,back_hamstrings (40.0%)
seated-kettlebell-hammer-curl,front_biceps,
single-kettlebell-lying-alt-leg-raise,front_hip_flexors,
kettlebell-wrist-curl-flexion,front_forearms,
yoga-ball-kettlebell-lateral-raise,front_shoulders,
kettlebell-single-arm-swing,back_hamstrings,front_shoulders (40.0%)
single-kettlebell-standing-figure-8,front_shoulders,
half-kneeling-kettlebell-hammer-curl-to-press,front_shoulders,
yoga-ball-kettlebell-hip-thrust,back_glutes,"back_lower_back (40.0%), back_hamstrings (40.0%), front_quads (40.0%)"
kettlebell-power-step-up,front_quads,back_glutes (40.0%)
kettlebell-overhead-walk,front_shoulders,front_abs (40.0%)
kettlebell-step-up-to-reverse-lunge,front_quads,
yoga-ball-kettlebell-bench-press,front_chest,"back_hamstrings (40.0%), front_shoulders (40.0%)"
alternating-kettlebell-hammer-curl-to-press,front_shoulders,
single-arm-single-kettlebell-overhead-press,front_shoulders,
kettlebell-calf-raise,back_calves,
kettlebell-single-leg-wall-sit,front_quads,
bosu-single-kettlebell-sit-up,front_abs,
seated-kettlebell-reverse-fly,front_traps,
alternating-kettlebell-curl,front_biceps,
kettlebell-cossack-squat,front_quads,"back_hip_abductors (40.0%), back_hip_adductors (40.0%), back_hamstrings (40.0%), front_hip_abductors (40.0%), front_hip_adductors (40.0%)"
single-kettlebell-floor-overhead-row,back_lats,
kettlebell-staggered-stance-row,back_lats,front_biceps (40.0%)
kettlebell-plie-squat-to-calf-raise,front_quads,"back_calves (40.0%), back_glutes (40.0%)"
kettlebell-reverse-half-lunge,front_quads,
kettlebell-reverse-curl,front_biceps,"back_forearms (40.0%), front_forearms (40.0%)"
kettlebell-back-extension,back_lower_back,"back_glutes (40.0%), back_hamstrings (40.0%)"
single-leg-kettlebell-calf-raise,back_calves,
alternating-kettlebell-overhead-press,front_shoulders,
kettlebell-preacher-curl,front_biceps,
kettlebell-farmers-carry,front_abs,"back_forearms (40.0%), front_forearms (40.0%)"
kettlebell-split-squat,front_quads,back_hamstrings (40.0%)
kettlebell-superman-hold,back_lower_back,"back_hamstrings (40.0%), front_shoulders (40.0%), front_traps (40.0%)"
single-kettlebell-one-arm-elevated-push-up,front_chest,back_hamstrings (40.0%)
kettlebell-hip-thrust-hold,back_glutes,"back_lower_back (40.0%), back_hamstrings (40.0%), front_quads (40.0%)"
kettlebell-deadlift,back_hamstrings,front_quads (40.0%)
kettlebell-tricep-extension,back_hamstrings,
kettlebell-overhead-squat,front_quads,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-half-off-bench-press,front_chest,"back_hamstrings (40.0%), front_abs (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
yoga-ball-kettlebell-reverse-curl,front_biceps,"back_forearms (40.0%), front_forearms (40.0%)"
kettlebell-reverse-fly,front_traps,
kettlebell-rear-delt-t,front_traps,
single-kettlebell-crunch,front_abs,
seated-single-kettlebell-lumberjack,front_obliques,"back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-overhead-press,front_shoulders,
single-kettlebell-swing,back_hamstrings,"back_lower_back (40.0%), front_shoulders (40.0%)"
half-kneeling-kettlebell-overhead-press,front_shoulders,
kettlebell-firemans-carry,front_shoulders,front_obliques (40.0%)
single-kettlebell-trunk-rotation,front_obliques,front_abs (40.0%)
kettlebell-lateral-raise,front_shoulders,
single-kettlebell-bench-one-arm-row,back_lats,front_biceps (40.0%)
single-kettlebell-deadlift,back_hamstrings,front_quads (40.0%)
kettlebell-forward-lunge-hold,front_quads,
alternating-kettlebell-bench-press,front_chest,"back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-archer-row,back_lats,"back_hamstrings (40.0%), front_biceps (40.0%), front_shoulders (40.0%)"
