Exercise,primary,secondary
dumbbell-incline-bench-press,front_shoulders,
yoga-ball-dumbbell-hip-thrust,back_glutes,"back_lower_back (40.0%), back_hamstrings (40.0%), front_quads (40.0%)"
band-chest-supported-row,back_lats,"back_hamstrings (40.0%), front_biceps (40.0%), front_traps (40.0%)"
ez-bar-skull-crusher,back_hamstrings,
cable-bench-press,front_chest,"back_hamstrings (40.0%), front_shoulders (40.0%)"
med-ball-incline-bench-press,front_shoulders,
single-leg-bodyweight-hip-thrust,back_glutes,"back_lower_back (40.0%), back_hamstrings (40.0%), front_quads (40.0%)"
single-kettlebell-bench-one-arm-row,back_lats,front_biceps (40.0%)
alternating-kettlebell-bench-press,front_chest,"back_hamstrings (40.0%), front_shoulders (40.0%)"
dumbbell-tate-press,back_hamstrings,
